trace_id,activities,employed,age,income
82,activity_01,no,0-19yo,middle
82,activity_03,no,0-19yo,middle
82,activity_05,no,0-19yo,middle
83,activity_04,yes,20-39yo,low
83,activity_01,yes,20-39yo,low
83,activity_02,yes,20-39yo,low
83,activity_03,yes,20-39yo,low
83,activity_04,yes,20-39yo,low
84,activity_01,yes,0-19yo,low
84,activity_02,yes,0-19yo,low
84,activity_03,yes,0-19yo,low
84,activity_07,yes,0-19yo,low
85,activity_05,no,60-79yo,high
85,activity_02,no,60-79yo,high
85,activity_04,no,60-79yo,high
85,activity_01,no,60-79yo,high
86,activity_03,no,80yo+,middle
86,activity_01,no,80yo+,middle
86,activity_03,no,80yo+,middle
86,activity_05,no,80yo+,middle
87,activity_03,yes,40-59yo,middle
87,activity_01,yes,40-59yo,middle
87,activity_03,yes,40-59yo,middle
87,activity_05,yes,40-59yo,middle
88,activity_03,no,0-19yo,low
88,activity_01,no,0-19yo,low
88,activity_03,no,0-19yo,low
88,activity_05,no,0-19yo,low
89,activity_03,no,80yo+,middle
89,activity_01,no,80yo+,middle
89,activity_03,no,80yo+,middle
89,activity_05,no,80yo+,middle
90,activity_01,yes,0-19yo,low
90,activity_02,yes,0-19yo,low
90,activity_03,yes,0-19yo,low
90,activity_07,yes,0-19yo,low
91,activity_03,no,40-59yo,high
91,activity_01,no,40-59yo,high
91,activity_03,no,40-59yo,high
91,activity_05,no,40-59yo,high
92,activity_05,no,60-79yo,high
92,activity_02,no,60-79yo,high
92,activity_04,no,60-79yo,high
92,activity_01,no,60-79yo,high
93,activity_04,no,40-59yo,high
93,activity_01,no,40-59yo,high
93,activity_02,no,40-59yo,high
93,activity_03,no,40-59yo,high
93,activity_04,no,40-59yo,high
94,activity_05,no,60-79yo,high
94,activity_02,no,60-79yo,high
94,activity_04,no,60-79yo,high
94,activity_01,no,60-79yo,high
95,activity_04,yes,40-59yo,middle
95,activity_01,yes,40-59yo,middle
95,activity_02,yes,40-59yo,middle
95,activity_03,yes,40-59yo,middle
95,activity_04,yes,40-59yo,middle
96,activity_05,yes,80yo+,middle
96,activity_02,yes,80yo+,middle
96,activity_04,yes,80yo+,middle
96,activity_01,yes,80yo+,middle
97,activity_03,no,80yo+,middle
97,activity_01,no,80yo+,middle
97,activity_03,no,80yo+,middle
97,activity_05,no,80yo+,middle
98,activity_01,yes,0-19yo,low
98,activity_02,yes,0-19yo,low
98,activity_03,yes,0-19yo,low
98,activity_07,yes,0-19yo,low
99,activity_05,no,40-59yo,low
99,activity_02,no,40-59yo,low
99,activity_04,no,40-59yo,low
99,activity_01,no,40-59yo,low
100,activity_03,no,80yo+,middle
100,activity_01,no,80yo+,middle
100,activity_03,no,80yo+,middle
100,activity_05,no,80yo+,middle
101,activity_03,no,80yo+,middle
101,activity_01,no,80yo+,middle
101,activity_03,no,80yo+,middle
101,activity_05,no,80yo+,middle
102,activity_05,no,0-19yo,middle
102,activity_02,no,0-19yo,middle
102,activity_04,no,0-19yo,middle
102,activity_01,no,0-19yo,middle
103,activity_04,yes,40-59yo,middle
103,activity_01,yes,40-59yo,middle
103,activity_02,yes,40-59yo,middle
103,activity_03,yes,40-59yo,middle
103,activity_04,yes,40-59yo,middle
104,activity_03,no,80yo+,middle
104,activity_01,no,80yo+,middle
104,activity_03,no,80yo+,middle
104,activity_05,no,80yo+,middle
105,activity_05,no,60-79yo,high
105,activity_02,no,60-79yo,high
105,activity_04,no,60-79yo,high
105,activity_01,no,60-79yo,high
106,activity_05,no,60-79yo,high
106,activity_02,no,60-79yo,high
106,activity_04,no,60-79yo,high
106,activity_01,no,60-79yo,high
107,activity_01,yes,0-19yo,low
107,activity_02,yes,0-19yo,low
107,activity_03,yes,0-19yo,low
107,activity_07,yes,0-19yo,low
108,activity_05,yes,80yo+,middle
108,activity_02,yes,80yo+,middle
108,activity_04,yes,80yo+,middle
108,activity_01,yes,80yo+,middle
109,activity_03,yes,80yo+,low
109,activity_01,yes,80yo+,low
109,activity_03,yes,80yo+,low
109,activity_05,yes,80yo+,low
110,activity_04,yes,40-59yo,middle
110,activity_01,yes,40-59yo,middle
110,activity_02,yes,40-59yo,middle
110,activity_03,yes,40-59yo,middle
110,activity_04,yes,40-59yo,middle
111,activity_03,no,80yo+,middle
111,activity_01,no,80yo+,middle
111,activity_03,no,80yo+,middle
111,activity_05,no,80yo+,middle
112,activity_03,no,80yo+,middle
112,activity_01,no,80yo+,middle
112,activity_03,no,80yo+,middle
112,activity_05,no,80yo+,middle
113,activity_05,no,40-59yo,high
113,activity_02,no,40-59yo,high
113,activity_04,no,40-59yo,high
113,activity_01,no,40-59yo,high
114,activity_03,no,40-59yo,high
114,activity_01,no,40-59yo,high
114,activity_03,no,40-59yo,high
114,activity_05,no,40-59yo,high
115,activity_03,no,80yo+,middle
115,activity_01,no,80yo+,middle
115,activity_03,no,80yo+,middle
115,activity_05,no,80yo+,middle
116,activity_03,yes,0-19yo,low
116,activity_01,yes,0-19yo,low
116,activity_03,yes,0-19yo,low
116,activity_05,yes,0-19yo,low
117,activity_05,no,60-79yo,high
117,activity_02,no,60-79yo,high
117,activity_04,no,60-79yo,high
117,activity_01,no,60-79yo,high
118,activity_03,no,80yo+,middle
118,activity_01,no,80yo+,middle
118,activity_03,no,80yo+,middle
118,activity_05,no,80yo+,middle
119,activity_05,yes,40-59yo,low
119,activity_02,yes,40-59yo,low
119,activity_04,yes,40-59yo,low
119,activity_01,yes,40-59yo,low
120,activity_05,no,60-79yo,high
120,activity_02,no,60-79yo,high
120,activity_04,no,60-79yo,high
120,activity_01,no,60-79yo,high
121,activity_03,no,80yo+,middle
121,activity_01,no,80yo+,middle
121,activity_03,no,80yo+,middle
121,activity_05,no,80yo+,middle
122,activity_03,no,80yo+,middle
122,activity_01,no,80yo+,middle
122,activity_03,no,80yo+,middle
122,activity_05,no,80yo+,middle
123,activity_01,yes,60-79yo,middle
123,activity_02,yes,60-79yo,middle
123,activity_03,yes,60-79yo,middle
123,activity_07,yes,60-79yo,middle
124,activity_04,yes,40-59yo,middle
124,activity_01,yes,40-59yo,middle
124,activity_02,yes,40-59yo,middle
124,activity_03,yes,40-59yo,middle
124,activity_04,yes,40-59yo,middle
125,activity_03,no,80yo+,middle
125,activity_01,no,80yo+,middle
125,activity_03,no,80yo+,middle
125,activity_05,no,80yo+,middle
126,activity_03,yes,80yo+,high
126,activity_01,yes,80yo+,high
126,activity_03,yes,80yo+,high
126,activity_05,yes,80yo+,high
127,activity_01,yes,0-19yo,low
127,activity_02,yes,0-19yo,low
127,activity_03,yes,0-19yo,low
127,activity_07,yes,0-19yo,low
128,activity_04,yes,40-59yo,middle
128,activity_01,yes,40-59yo,middle
128,activity_02,yes,40-59yo,middle
128,activity_03,yes,40-59yo,middle
128,activity_04,yes,40-59yo,middle
129,activity_03,no,80yo+,middle
129,activity_01,no,80yo+,middle
129,activity_03,no,80yo+,middle
129,activity_05,no,80yo+,middle
130,activity_01,yes,0-19yo,low
130,activity_02,yes,0-19yo,low
130,activity_03,yes,0-19yo,low
130,activity_07,yes,0-19yo,low
131,activity_05,no,0-19yo,middle
131,activity_02,no,0-19yo,middle
131,activity_04,no,0-19yo,middle
131,activity_01,no,0-19yo,middle
132,activity_03,no,80yo+,middle
132,activity_01,no,80yo+,middle
132,activity_03,no,80yo+,middle
132,activity_05,no,80yo+,middle
133,activity_03,no,80yo+,middle
133,activity_01,no,80yo+,middle
133,activity_03,no,80yo+,middle
133,activity_05,no,80yo+,middle
134,activity_03,no,0-19yo,middle
134,activity_01,no,0-19yo,middle
134,activity_03,no,0-19yo,middle
134,activity_05,no,0-19yo,middle
135,activity_03,no,80yo+,middle
135,activity_01,no,80yo+,middle
135,activity_03,no,80yo+,middle
135,activity_05,no,80yo+,middle
136,activity_04,yes,40-59yo,middle
136,activity_01,yes,40-59yo,middle
136,activity_02,yes,40-59yo,middle
136,activity_03,yes,40-59yo,middle
136,activity_04,yes,40-59yo,middle
137,activity_03,no,80yo+,middle
137,activity_01,no,80yo+,middle
137,activity_03,no,80yo+,middle
137,activity_05,no,80yo+,middle
138,activity_03,no,80yo+,middle
138,activity_01,no,80yo+,middle
138,activity_03,no,80yo+,middle
138,activity_05,no,80yo+,middle
139,activity_05,no,60-79yo,high
139,activity_02,no,60-79yo,high
139,activity_04,no,60-79yo,high
139,activity_01,no,60-79yo,high
140,activity_05,no,60-79yo,high
140,activity_02,no,60-79yo,high
140,activity_04,no,60-79yo,high
140,activity_01,no,60-79yo,high
141,activity_05,no,60-79yo,high
141,activity_02,no,60-79yo,high
141,activity_04,no,60-79yo,high
141,activity_01,no,60-79yo,high
142,activity_03,no,80yo+,middle
142,activity_01,no,80yo+,middle
142,activity_03,no,80yo+,middle
142,activity_05,no,80yo+,middle
143,activity_05,no,40-59yo,middle
143,activity_02,no,40-59yo,middle
143,activity_04,no,40-59yo,middle
143,activity_01,no,40-59yo,middle
144,activity_05,no,60-79yo,high
144,activity_02,no,60-79yo,high
144,activity_04,no,60-79yo,high
144,activity_01,no,60-79yo,high
145,activity_04,yes,40-59yo,middle
145,activity_01,yes,40-59yo,middle
145,activity_02,yes,40-59yo,middle
145,activity_03,yes,40-59yo,middle
145,activity_04,yes,40-59yo,middle
146,activity_01,no,60-79yo,low
146,activity_02,no,60-79yo,low
146,activity_03,no,60-79yo,low
146,activity_07,no,60-79yo,low
147,activity_05,no,60-79yo,high
147,activity_02,no,60-79yo,high
147,activity_04,no,60-79yo,high
147,activity_01,no,60-79yo,high
148,activity_01,yes,0-19yo,low
148,activity_02,yes,0-19yo,low
148,activity_03,yes,0-19yo,low
148,activity_07,yes,0-19yo,low
149,activity_04,yes,40-59yo,middle
149,activity_01,yes,40-59yo,middle
149,activity_02,yes,40-59yo,middle
149,activity_03,yes,40-59yo,middle
149,activity_04,yes,40-59yo,middle
150,activity_03,no,60-79yo,low
150,activity_01,no,60-79yo,low
150,activity_03,no,60-79yo,low
150,activity_05,no,60-79yo,low
151,activity_03,no,80yo+,middle
151,activity_01,no,80yo+,middle
151,activity_03,no,80yo+,middle
151,activity_05,no,80yo+,middle
152,activity_05,yes,60-79yo,high
152,activity_02,yes,60-79yo,high
152,activity_04,yes,60-79yo,high
152,activity_01,yes,60-79yo,high
153,activity_05,no,60-79yo,high
153,activity_02,no,60-79yo,high
153,activity_04,no,60-79yo,high
153,activity_01,no,60-79yo,high
154,activity_05,no,60-79yo,high
154,activity_02,no,60-79yo,high
154,activity_04,no,60-79yo,high
154,activity_01,no,60-79yo,high
155,activity_05,no,60-79yo,high
155,activity_02,no,60-79yo,high
155,activity_04,no,60-79yo,high
155,activity_01,no,60-79yo,high
156,activity_01,yes,0-19yo,low
156,activity_02,yes,0-19yo,low
156,activity_03,yes,0-19yo,low
156,activity_07,yes,0-19yo,low
157,activity_01,yes,0-19yo,low
157,activity_02,yes,0-19yo,low
157,activity_03,yes,0-19yo,low
157,activity_07,yes,0-19yo,low
158,activity_05,no,60-79yo,high
158,activity_02,no,60-79yo,high
158,activity_04,no,60-79yo,high
158,activity_01,no,60-79yo,high
159,activity_05,yes,60-79yo,low
159,activity_02,yes,60-79yo,low
159,activity_04,yes,60-79yo,low
159,activity_01,yes,60-79yo,low
160,activity_03,no,40-59yo,middle
160,activity_01,no,40-59yo,middle
160,activity_03,no,40-59yo,middle
160,activity_05,no,40-59yo,middle
161,activity_03,no,80yo+,middle
161,activity_01,no,80yo+,middle
161,activity_03,no,80yo+,middle
161,activity_05,no,80yo+,middle
162,activity_04,yes,40-59yo,middle
162,activity_01,yes,40-59yo,middle
162,activity_02,yes,40-59yo,middle
162,activity_03,yes,40-59yo,middle
162,activity_04,yes,40-59yo,middle
163,activity_03,no,60-79yo,middle
163,activity_01,no,60-79yo,middle
163,activity_03,no,60-79yo,middle
163,activity_05,no,60-79yo,middle
164,activity_04,yes,40-59yo,middle
164,activity_01,yes,40-59yo,middle
164,activity_02,yes,40-59yo,middle
164,activity_03,yes,40-59yo,middle
164,activity_04,yes,40-59yo,middle
165,activity_03,no,80yo+,middle
165,activity_01,no,80yo+,middle
165,activity_03,no,80yo+,middle
165,activity_05,no,80yo+,middle
166,activity_05,no,60-79yo,high
166,activity_02,no,60-79yo,high
166,activity_04,no,60-79yo,high
166,activity_01,no,60-79yo,high
167,activity_03,no,80yo+,middle
167,activity_01,no,80yo+,middle
167,activity_03,no,80yo+,middle
167,activity_05,no,80yo+,middle
168,activity_01,yes,0-19yo,low
168,activity_02,yes,0-19yo,low
168,activity_03,yes,0-19yo,low
168,activity_07,yes,0-19yo,low
169,activity_03,yes,40-59yo,middle
169,activity_01,yes,40-59yo,middle
169,activity_03,yes,40-59yo,middle
169,activity_05,yes,40-59yo,middle
170,activity_03,no,80yo+,middle
170,activity_01,no,80yo+,middle
170,activity_03,no,80yo+,middle
170,activity_05,no,80yo+,middle
171,activity_05,no,60-79yo,high
171,activity_02,no,60-79yo,high
171,activity_04,no,60-79yo,high
171,activity_01,no,60-79yo,high
172,activity_05,no,60-79yo,high
172,activity_02,no,60-79yo,high
172,activity_04,no,60-79yo,high
172,activity_01,no,60-79yo,high
173,activity_03,no,80yo+,middle
173,activity_01,no,80yo+,middle
173,activity_03,no,80yo+,middle
173,activity_05,no,80yo+,middle
174,activity_05,yes,0-19yo,low
174,activity_02,yes,0-19yo,low
174,activity_04,yes,0-19yo,low
174,activity_01,yes,0-19yo,low
175,activity_05,no,60-79yo,high
175,activity_02,no,60-79yo,high
175,activity_04,no,60-79yo,high
175,activity_01,no,60-79yo,high
176,activity_05,no,60-79yo,high
176,activity_02,no,60-79yo,high
176,activity_04,no,60-79yo,high
176,activity_01,no,60-79yo,high
177,activity_03,no,20-39yo,high
177,activity_01,no,20-39yo,high
177,activity_03,no,20-39yo,high
177,activity_05,no,20-39yo,high
178,activity_04,yes,40-59yo,middle
178,activity_01,yes,40-59yo,middle
178,activity_02,yes,40-59yo,middle
178,activity_03,yes,40-59yo,middle
178,activity_04,yes,40-59yo,middle
179,activity_05,no,60-79yo,high
179,activity_02,no,60-79yo,high
179,activity_04,no,60-79yo,high
179,activity_01,no,60-79yo,high
180,activity_03,no,80yo+,middle
180,activity_01,no,80yo+,middle
180,activity_03,no,80yo+,middle
180,activity_05,no,80yo+,middle
181,activity_03,no,80yo+,middle
181,activity_01,no,80yo+,middle
181,activity_03,no,80yo+,middle
181,activity_05,no,80yo+,middle
182,activity_04,yes,40-59yo,middle
182,activity_01,yes,40-59yo,middle
182,activity_02,yes,40-59yo,middle
182,activity_03,yes,40-59yo,middle
182,activity_04,yes,40-59yo,middle
183,activity_05,no,60-79yo,high
183,activity_02,no,60-79yo,high
183,activity_04,no,60-79yo,high
183,activity_01,no,60-79yo,high
184,activity_03,no,80yo+,middle
184,activity_01,no,80yo+,middle
184,activity_03,no,80yo+,middle
184,activity_05,no,80yo+,middle
185,activity_05,no,60-79yo,high
185,activity_02,no,60-79yo,high
185,activity_04,no,60-79yo,high
185,activity_01,no,60-79yo,high
186,activity_05,no,60-79yo,high
186,activity_02,no,60-79yo,high
186,activity_04,no,60-79yo,high
186,activity_01,no,60-79yo,high
187,activity_05,no,60-79yo,high
187,activity_02,no,60-79yo,high
187,activity_04,no,60-79yo,high
187,activity_01,no,60-79yo,high
188,activity_03,no,80yo+,middle
188,activity_01,no,80yo+,middle
188,activity_03,no,80yo+,middle
188,activity_05,no,80yo+,middle
189,activity_03,no,80yo+,middle
189,activity_01,no,80yo+,middle
189,activity_03,no,80yo+,middle
189,activity_05,no,80yo+,middle
190,activity_03,no,80yo+,middle
190,activity_01,no,80yo+,middle
190,activity_03,no,80yo+,middle
190,activity_05,no,80yo+,middle
191,activity_03,no,80yo+,middle
191,activity_01,no,80yo+,middle
191,activity_03,no,80yo+,middle
191,activity_05,no,80yo+,middle
192,activity_04,yes,40-59yo,middle
192,activity_01,yes,40-59yo,middle
192,activity_02,yes,40-59yo,middle
192,activity_03,yes,40-59yo,middle
192,activity_04,yes,40-59yo,middle
193,activity_05,no,60-79yo,high
193,activity_02,no,60-79yo,high
193,activity_04,no,60-79yo,high
193,activity_01,no,60-79yo,high
194,activity_03,no,80yo+,middle
194,activity_01,no,80yo+,middle
194,activity_03,no,80yo+,middle
194,activity_05,no,80yo+,middle
195,activity_03,no,80yo+,middle
195,activity_01,no,80yo+,middle
195,activity_03,no,80yo+,middle
195,activity_05,no,80yo+,middle
196,activity_01,yes,0-19yo,low
196,activity_02,yes,0-19yo,low
196,activity_03,yes,0-19yo,low
196,activity_07,yes,0-19yo,low
197,activity_03,no,80yo+,middle
197,activity_01,no,80yo+,middle
197,activity_03,no,80yo+,middle
197,activity_05,no,80yo+,middle
198,activity_04,yes,40-59yo,middle
198,activity_01,yes,40-59yo,middle
198,activity_02,yes,40-59yo,middle
198,activity_03,yes,40-59yo,middle
198,activity_04,yes,40-59yo,middle
199,activity_05,no,20-39yo,middle
199,activity_02,no,20-39yo,middle
199,activity_04,no,20-39yo,middle
199,activity_01,no,20-39yo,middle
200,activity_03,no,80yo+,middle
200,activity_01,no,80yo+,middle
200,activity_03,no,80yo+,middle
200,activity_05,no,80yo+,middle
201,activity_05,no,20-39yo,middle
201,activity_02,no,20-39yo,middle
201,activity_04,no,20-39yo,middle
201,activity_01,no,20-39yo,middle
202,activity_05,no,60-79yo,high
202,activity_02,no,60-79yo,high
202,activity_04,no,60-79yo,high
202,activity_01,no,60-79yo,high
203,activity_03,no,80yo+,middle
203,activity_01,no,80yo+,middle
203,activity_03,no,80yo+,middle
203,activity_05,no,80yo+,middle
204,activity_01,yes,0-19yo,low
204,activity_02,yes,0-19yo,low
204,activity_03,yes,0-19yo,low
204,activity_07,yes,0-19yo,low
205,activity_04,yes,40-59yo,middle
205,activity_01,yes,40-59yo,middle
205,activity_02,yes,40-59yo,middle
205,activity_03,yes,40-59yo,middle
205,activity_04,yes,40-59yo,middle
206,activity_03,yes,40-59yo,high
206,activity_01,yes,40-59yo,high
206,activity_03,yes,40-59yo,high
206,activity_05,yes,40-59yo,high
207,activity_01,yes,0-19yo,low
207,activity_02,yes,0-19yo,low
207,activity_03,yes,0-19yo,low
207,activity_07,yes,0-19yo,low
208,activity_05,no,60-79yo,high
208,activity_02,no,60-79yo,high
208,activity_04,no,60-79yo,high
208,activity_01,no,60-79yo,high
209,activity_03,no,80yo+,middle
209,activity_01,no,80yo+,middle
209,activity_03,no,80yo+,middle
209,activity_05,no,80yo+,middle
210,activity_03,no,80yo+,middle
210,activity_01,no,80yo+,middle
210,activity_03,no,80yo+,middle
210,activity_05,no,80yo+,middle
211,activity_05,no,60-79yo,high
211,activity_02,no,60-79yo,high
211,activity_04,no,60-79yo,high
211,activity_01,no,60-79yo,high
212,activity_04,yes,40-59yo,middle
212,activity_01,yes,40-59yo,middle
212,activity_02,yes,40-59yo,middle
212,activity_03,yes,40-59yo,middle
212,activity_04,yes,40-59yo,middle
213,activity_03,no,80yo+,middle
213,activity_01,no,80yo+,middle
213,activity_03,no,80yo+,middle
213,activity_05,no,80yo+,middle
214,activity_05,no,60-79yo,high
214,activity_02,no,60-79yo,high
214,activity_04,no,60-79yo,high
214,activity_01,no,60-79yo,high
215,activity_03,no,80yo+,middle
215,activity_01,no,80yo+,middle
215,activity_03,no,80yo+,middle
215,activity_05,no,80yo+,middle
216,activity_05,no,60-79yo,high
216,activity_02,no,60-79yo,high
216,activity_04,no,60-79yo,high
216,activity_01,no,60-79yo,high
217,activity_03,no,80yo+,middle
217,activity_01,no,80yo+,middle
217,activity_03,no,80yo+,middle
217,activity_05,no,80yo+,middle
218,activity_03,yes,20-39yo,high
218,activity_01,yes,20-39yo,high
218,activity_03,yes,20-39yo,high
218,activity_05,yes,20-39yo,high
219,activity_05,no,60-79yo,high
219,activity_02,no,60-79yo,high
219,activity_04,no,60-79yo,high
219,activity_01,no,60-79yo,high
220,activity_03,no,80yo+,middle
220,activity_01,no,80yo+,middle
220,activity_03,no,80yo+,middle
220,activity_05,no,80yo+,middle
221,activity_01,yes,0-19yo,low
221,activity_02,yes,0-19yo,low
221,activity_03,yes,0-19yo,low
221,activity_07,yes,0-19yo,low
222,activity_01,no,0-19yo,low
222,activity_02,no,0-19yo,low
222,activity_03,no,0-19yo,low
222,activity_07,no,0-19yo,low
223,activity_01,yes,0-19yo,low
223,activity_02,yes,0-19yo,low
223,activity_03,yes,0-19yo,low
223,activity_07,yes,0-19yo,low
224,activity_03,no,80yo+,middle
224,activity_01,no,80yo+,middle
224,activity_03,no,80yo+,middle
224,activity_05,no,80yo+,middle
225,activity_03,no,80yo+,middle
225,activity_01,no,80yo+,middle
225,activity_03,no,80yo+,middle
225,activity_05,no,80yo+,middle
226,activity_04,yes,20-39yo,middle
226,activity_01,yes,20-39yo,middle
226,activity_02,yes,20-39yo,middle
226,activity_03,yes,20-39yo,middle
226,activity_04,yes,20-39yo,middle
227,activity_03,no,80yo+,middle
227,activity_01,no,80yo+,middle
227,activity_03,no,80yo+,middle
227,activity_05,no,80yo+,middle
228,activity_05,no,60-79yo,high
228,activity_02,no,60-79yo,high
228,activity_04,no,60-79yo,high
228,activity_01,no,60-79yo,high
229,activity_03,no,0-19yo,middle
229,activity_01,no,0-19yo,middle
229,activity_03,no,0-19yo,middle
229,activity_05,no,0-19yo,middle
230,activity_05,no,60-79yo,high
230,activity_02,no,60-79yo,high
230,activity_04,no,60-79yo,high
230,activity_01,no,60-79yo,high
231,activity_03,no,80yo+,middle
231,activity_01,no,80yo+,middle
231,activity_03,no,80yo+,middle
231,activity_05,no,80yo+,middle
232,activity_03,no,80yo+,middle
232,activity_01,no,80yo+,middle
232,activity_03,no,80yo+,middle
232,activity_05,no,80yo+,middle
233,activity_05,no,60-79yo,high
233,activity_02,no,60-79yo,high
233,activity_04,no,60-79yo,high
233,activity_01,no,60-79yo,high
234,activity_05,no,60-79yo,high
234,activity_02,no,60-79yo,high
234,activity_04,no,60-79yo,high
234,activity_01,no,60-79yo,high
235,activity_03,yes,80yo+,low
235,activity_01,yes,80yo+,low
235,activity_03,yes,80yo+,low
235,activity_05,yes,80yo+,low
236,activity_03,no,40-59yo,high
236,activity_01,no,40-59yo,high
236,activity_03,no,40-59yo,high
236,activity_05,no,40-59yo,high
237,activity_03,no,80yo+,middle
237,activity_01,no,80yo+,middle
237,activity_03,no,80yo+,middle
237,activity_05,no,80yo+,middle
238,activity_04,yes,40-59yo,middle
238,activity_01,yes,40-59yo,middle
238,activity_02,yes,40-59yo,middle
238,activity_03,yes,40-59yo,middle
238,activity_04,yes,40-59yo,middle
239,activity_05,no,60-79yo,high
239,activity_02,no,60-79yo,high
239,activity_04,no,60-79yo,high
239,activity_01,no,60-79yo,high
240,activity_05,no,60-79yo,high
240,activity_02,no,60-79yo,high
240,activity_04,no,60-79yo,high
240,activity_01,no,60-79yo,high
241,activity_05,no,60-79yo,high
241,activity_02,no,60-79yo,high
241,activity_04,no,60-79yo,high
241,activity_01,no,60-79yo,high
242,activity_03,no,80yo+,middle
242,activity_01,no,80yo+,middle
242,activity_03,no,80yo+,middle
242,activity_05,no,80yo+,middle
243,activity_03,no,80yo+,middle
243,activity_01,no,80yo+,middle
243,activity_03,no,80yo+,middle
243,activity_05,no,80yo+,middle
244,activity_03,no,80yo+,middle
244,activity_01,no,80yo+,middle
244,activity_03,no,80yo+,middle
244,activity_05,no,80yo+,middle
245,activity_03,no,20-39yo,middle
245,activity_01,no,20-39yo,middle
245,activity_03,no,20-39yo,middle
245,activity_05,no,20-39yo,middle
246,activity_05,no,60-79yo,high
246,activity_02,no,60-79yo,high
246,activity_04,no,60-79yo,high
246,activity_01,no,60-79yo,high
247,activity_03,no,80yo+,middle
247,activity_01,no,80yo+,middle
247,activity_03,no,80yo+,middle
247,activity_05,no,80yo+,middle
248,activity_05,no,60-79yo,high
248,activity_02,no,60-79yo,high
248,activity_04,no,60-79yo,high
248,activity_01,no,60-79yo,high
249,activity_05,no,60-79yo,high
249,activity_02,no,60-79yo,high
249,activity_04,no,60-79yo,high
249,activity_01,no,60-79yo,high
250,activity_05,yes,0-19yo,middle
250,activity_02,yes,0-19yo,middle
250,activity_04,yes,0-19yo,middle
250,activity_01,yes,0-19yo,middle
251,activity_03,yes,80yo+,low
251,activity_01,yes,80yo+,low
251,activity_03,yes,80yo+,low
251,activity_05,yes,80yo+,low
252,activity_03,no,20-39yo,low
252,activity_01,no,20-39yo,low
252,activity_03,no,20-39yo,low
252,activity_05,no,20-39yo,low
253,activity_05,no,60-79yo,high
253,activity_02,no,60-79yo,high
253,activity_04,no,60-79yo,high
253,activity_01,no,60-79yo,high
254,activity_04,yes,40-59yo,middle
254,activity_01,yes,40-59yo,middle
254,activity_02,yes,40-59yo,middle
254,activity_03,yes,40-59yo,middle
254,activity_04,yes,40-59yo,middle
255,activity_04,no,60-79yo,middle
255,activity_01,no,60-79yo,middle
255,activity_02,no,60-79yo,middle
255,activity_03,no,60-79yo,middle
255,activity_04,no,60-79yo,middle
256,activity_03,no,80yo+,middle
256,activity_01,no,80yo+,middle
256,activity_03,no,80yo+,middle
256,activity_05,no,80yo+,middle
257,activity_05,no,60-79yo,high
257,activity_02,no,60-79yo,high
257,activity_04,no,60-79yo,high
257,activity_01,no,60-79yo,high
258,activity_03,no,80yo+,middle
258,activity_01,no,80yo+,middle
258,activity_03,no,80yo+,middle
258,activity_05,no,80yo+,middle
259,activity_04,yes,40-59yo,middle
259,activity_01,yes,40-59yo,middle
259,activity_02,yes,40-59yo,middle
259,activity_03,yes,40-59yo,middle
259,activity_04,yes,40-59yo,middle
260,activity_01,no,60-79yo,low
260,activity_02,no,60-79yo,low
260,activity_03,no,60-79yo,low
260,activity_07,no,60-79yo,low
261,activity_03,no,80yo+,middle
261,activity_01,no,80yo+,middle
261,activity_03,no,80yo+,middle
261,activity_05,no,80yo+,middle
262,activity_03,no,80yo+,middle
262,activity_01,no,80yo+,middle
262,activity_03,no,80yo+,middle
262,activity_05,no,80yo+,middle
263,activity_03,no,80yo+,middle
263,activity_01,no,80yo+,middle
263,activity_03,no,80yo+,middle
263,activity_05,no,80yo+,middle
264,activity_05,no,60-79yo,high
264,activity_02,no,60-79yo,high
264,activity_04,no,60-79yo,high
264,activity_01,no,60-79yo,high
265,activity_05,no,60-79yo,high
265,activity_02,no,60-79yo,high
265,activity_04,no,60-79yo,high
265,activity_01,no,60-79yo,high
266,activity_05,no,60-79yo,high
266,activity_02,no,60-79yo,high
266,activity_04,no,60-79yo,high
266,activity_01,no,60-79yo,high
267,activity_04,yes,40-59yo,middle
267,activity_01,yes,40-59yo,middle
267,activity_02,yes,40-59yo,middle
267,activity_03,yes,40-59yo,middle
267,activity_04,yes,40-59yo,middle
268,activity_03,no,80yo+,middle
268,activity_01,no,80yo+,middle
268,activity_03,no,80yo+,middle
268,activity_05,no,80yo+,middle
269,activity_03,no,40-59yo,middle
269,activity_01,no,40-59yo,middle
269,activity_03,no,40-59yo,middle
269,activity_05,no,40-59yo,middle
270,activity_05,yes,20-39yo,middle
270,activity_02,yes,20-39yo,middle
270,activity_04,yes,20-39yo,middle
270,activity_01,yes,20-39yo,middle
271,activity_05,no,60-79yo,high
271,activity_02,no,60-79yo,high
271,activity_04,no,60-79yo,high
271,activity_01,no,60-79yo,high
272,activity_03,no,80yo+,middle
272,activity_01,no,80yo+,middle
272,activity_03,no,80yo+,middle
272,activity_05,no,80yo+,middle
273,activity_04,yes,40-59yo,middle
273,activity_01,yes,40-59yo,middle
273,activity_02,yes,40-59yo,middle
273,activity_03,yes,40-59yo,middle
273,activity_04,yes,40-59yo,middle
274,activity_03,no,80yo+,middle
274,activity_01,no,80yo+,middle
274,activity_03,no,80yo+,middle
274,activity_05,no,80yo+,middle
275,activity_03,no,80yo+,middle
275,activity_01,no,80yo+,middle
